,CompetitionId,DurationInt,M17,M18_3,M18_7,M18_15,M18_30,M18_deadline,M19
333,3844.0,18.0,20.0,0.0,0.0,5.0,38.0,38.0,0.5263157894736842
334,3845.0,21.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0
335,3848.0,20.0,38.0,1.0,1.0,71.0,129.0,129.0,0.29457364341085274
336,3849.0,28.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0
337,3850.0,52.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0
338,3851.0,32.0,7.0,1.0,1.0,9.0,16.0,17.0,0.4117647058823529
339,3855.0,41.0,0.0,1.0,1.0,2.0,2.0,32.0,0.0
340,3856.0,17.0,0.0,1.0,1.0,10.0,12.0,12.0,0.0
341,3857.0,61.0,0.0,1.0,2.0,3.0,3.0,8.0,0.0
342,3858.0,43.0,0.0,0.0,0.0,1.0,4.0,33.0,0.0
343,3859.0,48.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
344,3860.0,12.0,0.0,10.0,12.0,31.0,31.0,31.0,0.0
345,3861.0,54.0,8.0,0.0,0.0,0.0,1.0,23.0,0.34782608695652173
346,3866.0,54.0,0.0,0.0,1.0,17.0,38.0,165.0,0.0
347,3871.0,9.0,1.0,3.0,7.0,7.0,7.0,7.0,0.14285714285714285
348,3872.0,22.0,0.0,1.0,1.0,11.0,110.0,110.0,0.0
349,3875.0,24.0,7.0,0.0,1.0,12.0,38.0,38.0,0.18421052631578946
350,3876.0,29.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
351,3877.0,3.0,25.0,39.0,39.0,39.0,39.0,39.0,0.6410256410256411
352,3878.0,3.0,24.0,39.0,39.0,39.0,39.0,39.0,0.6153846153846154
353,3879.0,12.0,6.0,2.0,7.0,8.0,8.0,8.0,0.75
354,3880.0,25.0,51.0,0.0,1.0,3.0,110.0,110.0,0.4636363636363636
355,3881.0,45.0,15.0,0.0,1.0,3.0,3.0,33.0,0.45454545454545453
356,3883.0,15.0,0.0,0.0,0.0,19.0,19.0,19.0,0.0
357,3884.0,17.0,0.0,0.0,0.0,7.0,11.0,11.0,0.0
358,3889.0,30.0,4.0,0.0,1.0,6.0,30.0,30.0,0.13333333333333333
359,3890.0,8.0,2.0,1.0,30.0,30.0,30.0,30.0,0.06666666666666667
360,3891.0,8.0,0.0,1.0,7.0,7.0,7.0,7.0,0.0
361,3892.0,17.0,0.0,0.0,1.0,12.0,35.0,35.0,0.0
362,3893.0,37.0,11.0,1.0,1.0,2.0,5.0,13.0,0.8461538461538461
363,3895.0,37.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0
364,3896.0,40.0,1.0,1.0,1.0,2.0,4.0,5.0,0.2
