,CompetitionId,DurationInt,M7_3,M7_7,M7_15,M7_30,M8,M9_3,M9_7,M9_15,M9_30,M9_D7,M9_D15,M9_D30,M9_Ddeadline
0,2435.0,97.0,37.0,43.0,56.0,96.0,113.0,0.3274336283185841,0.3805309734513274,0.49557522123893805,0.8495575221238938,0.053097345132743334,0.11504424778761063,0.35398230088495575,0.1504424778761062
1,2438.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,2439.0,110.0,69.0,72.0,76.0,99.0,236.0,0.2923728813559322,0.3050847457627119,0.3220338983050847,0.4194915254237288,0.012711864406779683,0.016949152542372836,0.09745762711864409,0.5805084745762712
3,2442.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4,2445.0,70.0,20.0,36.0,41.0,45.0,68.0,0.29411764705882354,0.5294117647058824,0.6029411764705882,0.6617647058823529,0.23529411764705882,0.07352941176470584,0.05882352941176472,0.3382352941176471
5,2447.0,107.0,55.0,122.0,185.0,383.0,706.0,0.07790368271954674,0.17280453257790368,0.26203966005665724,0.5424929178470255,0.09490084985835694,0.08923512747875356,0.2804532577903682,0.45750708215297453
6,2448.0,42.0,20.0,26.0,28.0,28.0,32.0,0.625,0.8125,0.875,0.875,0.1875,0.0625,0.0,0.125
7,2452.0,63.0,4.0,4.0,14.0,33.0,55.0,0.07272727272727272,0.07272727272727272,0.2545454545454545,0.6,0.0,0.1818181818181818,0.34545454545454546,0.4
8,2454.0,121.0,6.0,16.0,16.0,20.0,22.0,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.9090909090909091,0.4545454545454546,0.0,0.18181818181818177,0.09090909090909094
9,2464.0,65.0,34.0,56.0,56.0,64.0,98.0,0.3469387755102041,0.5714285714285714,0.5714285714285714,0.6530612244897959,0.22448979591836732,0.0,0.08163265306122447,0.34693877551020413
10,2467.0,83.0,87.0,126.0,152.0,183.0,222.0,0.3918918918918919,0.5675675675675675,0.6846846846846847,0.8243243243243243,0.17567567567567566,0.11711711711711714,0.13963963963963966,0.17567567567567566
11,2478.0,50.0,26.0,40.0,52.0,58.0,129.0,0.20155038759689922,0.31007751937984496,0.40310077519379844,0.4496124031007752,0.10852713178294573,0.09302325581395349,0.04651162790697677,0.5503875968992248
12,2479.0,87.0,0.0,10.0,34.0,110.0,256.0,0.0,0.0390625,0.1328125,0.4296875,0.0390625,0.09375,0.296875,0.5703125
13,2487.0,86.0,101.0,123.0,158.0,168.0,319.0,0.3166144200626959,0.38557993730407525,0.4952978056426332,0.5266457680250783,0.06896551724137934,0.10971786833855796,0.03134796238244514,0.47335423197492166
14,2488.0,41.0,30.0,44.0,52.0,60.0,63.0,0.47619047619047616,0.6984126984126984,0.8253968253968254,0.9523809523809523,0.2222222222222222,0.12698412698412698,0.12698412698412698,0.04761904761904767
15,2489.0,76.0,33.0,45.0,47.0,59.0,306.0,0.10784313725490197,0.14705882352941177,0.15359477124183007,0.19281045751633988,0.0392156862745098,0.006535947712418305,0.0392156862745098,0.8071895424836601
16,2496.0,730.0,429.0,541.0,659.0,836.0,2876.0,0.14916550764951322,0.1881084840055633,0.22913769123783032,0.2906815020862309,0.03894297635605007,0.04102920723226702,0.061543810848400576,0.7093184979137691
17,2499.0,84.0,28.0,48.0,84.0,111.0,163.0,0.17177914110429449,0.294478527607362,0.5153374233128835,0.6809815950920245,0.1226993865030675,0.22085889570552147,0.16564417177914104,0.3190184049079755
18,2509.0,92.0,30.0,39.0,64.0,79.0,121.0,0.24793388429752067,0.32231404958677684,0.5289256198347108,0.6528925619834711,0.07438016528925617,0.20661157024793392,0.12396694214876036,0.3471074380165289
19,2510.0,24.0,1.0,9.0,14.0,14.0,14.0,0.07142857142857142,0.6428571428571429,1.0,1.0,0.5714285714285715,0.3571428571428571,0.0,0.0
20,2518.0,63.0,61.0,94.0,116.0,151.0,227.0,0.2687224669603524,0.41409691629955947,0.5110132158590308,0.6651982378854625,0.14537444933920707,0.09691629955947134,0.1541850220264317,0.3348017621145375
21,2528.0,22.0,4.0,6.0,7.0,7.0,7.0,0.5714285714285714,0.8571428571428571,1.0,1.0,0.2857142857142857,0.1428571428571429,0.0,0.0
22,2545.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
23,2546.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
24,2547.0,73.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5
25,2549.0,24.0,19.0,52.0,72.0,108.0,108.0,0.17592592592592593,0.48148148148148145,0.6666666666666666,1.0,0.3055555555555555,0.18518518518518517,0.33333333333333337,0.0
26,2551.0,87.0,48.0,72.0,123.0,160.0,323.0,0.14860681114551083,0.22291021671826625,0.38080495356037153,0.4953560371517028,0.07430340557275542,0.15789473684210528,0.11455108359133126,0.5046439628482973
27,2552.0,313.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
28,2555.0,15.0,2.0,7.0,24.0,24.0,24.0,0.08333333333333333,0.2916666666666667,1.0,1.0,0.20833333333333337,0.7083333333333333,0.0,0.0
29,2558.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30,2559.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
31,2564.0,97.0,16.0,36.0,67.0,99.0,283.0,0.05653710247349823,0.127208480565371,0.23674911660777384,0.3498233215547703,0.07067137809187278,0.10954063604240283,0.11307420494699646,0.6501766784452296
32,2567.0,31.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
33,2579.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
34,2583.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35,2584.0,54.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.5555555555555556
36,2585.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
37,2586.0,149.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
38,2587.0,6.0,2.0,3.0,3.0,3.0,3.0,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337,0.0,0.0,0.0
39,2588.0,67.0,0.0,3.0,3.0,4.0,4.0,0.0,0.75,0.75,1.0,0.75,0.0,0.25,0.0
40,2589.0,58.0,42.0,57.0,98.0,139.0,343.0,0.12244897959183673,0.1661807580174927,0.2857142857142857,0.40524781341107874,0.04373177842565598,0.11953352769679298,0.11953352769679304,0.5947521865889213
41,2598.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
42,2602.0,125.0,8.0,23.0,35.0,87.0,243.0,0.03292181069958848,0.09465020576131687,0.1440329218106996,0.35802469135802467,0.06172839506172839,0.04938271604938273,0.21399176954732507,0.6419753086419753
43,2606.0,103.0,17.0,22.0,60.0,123.0,300.0,0.056666666666666664,0.07333333333333333,0.2,0.41,0.01666666666666667,0.12666666666666668,0.20999999999999996,0.5900000000000001
44,2609.0,22.0,48.0,76.0,121.0,171.0,171.0,0.2807017543859649,0.4444444444444444,0.7076023391812866,1.0,0.16374269005847952,0.26315789473684215,0.29239766081871343,0.0
45,2610.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
