,CompetitionId,DurationInt,M11_3,M11_7,M11_15,M11_30,M12,M13_3,M13_7,M13_15,M13_30,M13_D7,M13_D15,M13_D30,M13_Ddeadline
71,2762.0,54.0,30.0,77.0,175.0,327.0,582.0,0.05154639175257732,0.1323024054982818,0.3006872852233677,0.5618556701030928,0.08075601374570447,0.1683848797250859,0.2611683848797251,0.4381443298969072
72,2764.0,45.0,0.0,0.0,11.0,12.0,12.0,0.0,0.0,0.9166666666666666,1.0,0.0,0.9166666666666666,0.08333333333333337,0.0
73,2766.0,21.0,2.0,13.0,187.0,1231.0,1231.0,0.0016246953696181965,0.010560519902518278,0.15190901705930138,1.0,0.008935824532900082,0.1413484971567831,0.8480909829406986,0.0
74,2770.0,13.0,1.0,16.0,220.0,220.0,220.0,0.004545454545454545,0.07272727272727272,1.0,1.0,0.06818181818181818,0.9272727272727272,0.0,0.0
75,2778.0,35.0,0.0,35.0,681.0,1517.0,1517.0,0.0,0.023071852340145024,0.44891232696110744,1.0,0.023071852340145024,0.4258404746209624,0.5510876730388925,0.0
76,2779.0,106.0,3.0,3.0,3.0,3.0,16.0,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.8125
77,2780.0,91.0,151.0,369.0,824.0,1780.0,8839.0,0.017083380472904176,0.041746803937096955,0.09322321529584794,0.20138024663423465,0.024663423464192778,0.05147641135875099,0.10815703133838671,0.7986197533657653
78,2783.0,12.0,9.0,123.0,986.0,986.0,986.0,0.009127789046653144,0.12474645030425964,1.0,1.0,0.1156186612576065,0.8752535496957403,0.0,0.0
79,2791.0,32.0,5.0,5.0,124.0,129.0,129.0,0.03875968992248062,0.03875968992248062,0.9612403100775194,1.0,0.0,0.9224806201550388,0.03875968992248058,0.0
80,2799.0,106.0,18.0,47.0,104.0,227.0,999.0,0.018018018018018018,0.04704704704704705,0.1041041041041041,0.22722722722722724,0.02902902902902903,0.057057057057057055,0.12312312312312314,0.7727727727727728
81,2803.0,44.0,1.0,1.0,15.0,549.0,2212.0,0.0004520795660036166,0.0004520795660036166,0.006781193490054249,0.24819168173598552,0.0,0.006329113924050633,0.24141048824593128,0.7518083182640145
82,2820.0,24.0,18.0,21.0,204.0,591.0,591.0,0.030456852791878174,0.03553299492385787,0.34517766497461927,1.0,0.005076142131979697,0.3096446700507614,0.6548223350253808,0.0
83,2822.0,20.0,17.0,136.0,830.0,1096.0,1096.0,0.01551094890510949,0.12408759124087591,0.7572992700729927,1.0,0.10857664233576643,0.6332116788321168,0.2427007299270073,0.0
84,2824.0,29.0,4.0,4.0,4.0,37.0,37.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,1.0,0.0,0.0,0.8918918918918919,0.0
85,2825.0,29.0,3.0,3.0,3.0,37.0,37.0,0.08108108108108109,0.08108108108108109,0.08108108108108109,1.0,0.0,0.0,0.9189189189189189,0.0
86,2826.0,39.0,1.0,1.0,1.0,4.0,28.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.0,0.0,0.10714285714285714,0.8571428571428572
87,2830.0,14.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
88,2831.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
89,2832.0,19.0,3.0,25.0,110.0,154.0,154.0,0.01948051948051948,0.16233766233766234,0.7142857142857143,1.0,0.14285714285714285,0.551948051948052,0.2857142857142857,0.0
90,2834.0,6.0,1.0,34.0,34.0,34.0,34.0,0.029411764705882353,1.0,1.0,1.0,0.9705882352941176,0.0,0.0,0.0
91,2840.0,60.0,180.0,373.0,672.0,1430.0,3757.0,0.04791056694170881,0.09928134149587436,0.17886611658237955,0.3806228373702422,0.051370774554165555,0.07958477508650519,0.20175672078786266,0.6193771626297577
92,2850.0,22.0,9.0,44.0,184.0,427.0,427.0,0.02107728337236534,0.10304449648711944,0.4309133489461358,1.0,0.0819672131147541,0.32786885245901637,0.5690866510538641,0.0
93,2860.0,46.0,55.0,147.0,314.0,589.0,1070.0,0.0514018691588785,0.13738317757009347,0.29345794392523367,0.5504672897196262,0.08598130841121496,0.1560747663551402,0.25700934579439255,0.4495327102803738
94,2863.0,62.0,3.0,12.0,30.0,52.0,208.0,0.014423076923076924,0.057692307692307696,0.14423076923076922,0.25,0.04326923076923077,0.08653846153846152,0.10576923076923078,0.75
95,2888.0,127.0,5.0,5.0,16.0,26.0,369.0,0.013550135501355014,0.013550135501355014,0.04336043360433604,0.07046070460704607,0.0,0.02981029810298103,0.027100271002710022,0.929539295392954
96,2892.0,27.0,12.0,49.0,239.0,1176.0,1176.0,0.01020408163265306,0.041666666666666664,0.2032312925170068,1.0,0.031462585034013606,0.16156462585034015,0.7967687074829932,0.0
97,2895.0,52.0,30.0,80.0,133.0,202.0,644.0,0.046583850931677016,0.12422360248447205,0.20652173913043478,0.3136645962732919,0.07763975155279504,0.08229813664596274,0.10714285714285712,0.6863354037267081
98,2914.0,60.0,40.0,77.0,145.0,240.0,551.0,0.07259528130671507,0.1397459165154265,0.2631578947368421,0.4355716878402904,0.06715063520871144,0.12341197822141559,0.1724137931034483,0.5644283121597096
99,2915.0,11.0,58.0,83.0,312.0,312.0,312.0,0.1858974358974359,0.266025641025641,1.0,1.0,0.08012820512820512,0.733974358974359,0.0,0.0
100,2917.0,84.0,0.0,1.0,3.0,9.0,293.0,0.0,0.0034129692832764505,0.010238907849829351,0.030716723549488054,0.0034129692832764505,0.0068259385665529,0.020477815699658702,0.9692832764505119
101,2935.0,23.0,12.0,15.0,24.0,32.0,32.0,0.375,0.46875,0.75,1.0,0.09375,0.28125,0.25,0.0
102,2947.0,35.0,362.0,854.0,1597.0,3050.0,3554.0,0.10185706246482837,0.24029262802476084,0.44935284186831737,0.8581879572312887,0.13843556555993247,0.20906021384355652,0.40883511536297135,0.1418120427687113
103,2954.0,95.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,2958.0,75.0,17.0,45.0,90.0,203.0,668.0,0.025449101796407185,0.06736526946107785,0.1347305389221557,0.30389221556886226,0.04191616766467066,0.06736526946107785,0.16916167664670656,0.6961077844311377
105,2959.0,72.0,4.0,8.0,28.0,341.0,1890.0,0.0021164021164021165,0.004232804232804233,0.014814814814814815,0.18042328042328043,0.0021164021164021165,0.010582010582010581,0.16560846560846562,0.8195767195767196
106,2969.0,121.0,17.0,24.0,49.0,120.0,1543.0,0.01101749837977965,0.015554115359688918,0.031756318859364877,0.07777057679844458,0.004536616979909269,0.01620220349967596,0.046014257939079706,0.9222294232015554
107,2974.0,63.0,0.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.015228426395939087,0.0,0.0,0.015228426395939087,0.9847715736040609
108,2975.0,61.0,39.0,94.0,246.0,816.0,2986.0,0.013060951105157401,0.03148024112525117,0.08238446081714669,0.2732752846617549,0.01841929002009377,0.05090421969189552,0.1908908238446082,0.7267247153382451
109,2984.0,63.0,10.0,107.0,318.0,893.0,2200.0,0.004545454545454545,0.04863636363636364,0.14454545454545453,0.4059090909090909,0.04409090909090909,0.09590909090909089,0.26136363636363635,0.5940909090909091
110,3007.0,60.0,1.0,2.0,6.0,19.0,104.0,0.009615384615384616,0.019230769230769232,0.057692307692307696,0.18269230769230768,0.009615384615384616,0.038461538461538464,0.12499999999999999,0.8173076923076923
111,3015.0,5.0,8.0,49.0,49.0,49.0,49.0,0.16326530612244897,1.0,1.0,1.0,0.8367346938775511,0.0,0.0,0.0
112,3023.0,3.0,175.0,175.0,175.0,175.0,175.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
113,3043.0,74.0,86.0,160.0,337.0,684.0,1445.0,0.05951557093425606,0.11072664359861592,0.23321799307958477,0.473356401384083,0.05121107266435986,0.12249134948096885,0.24013840830449826,0.526643598615917
114,3046.0,64.0,9.0,20.0,51.0,163.0,687.0,0.013100436681222707,0.02911208151382824,0.07423580786026202,0.23726346433770015,0.01601164483260553,0.04512372634643377,0.16302765647743814,0.7627365356622998
115,3064.0,42.0,5.0,6.0,26.0,46.0,154.0,0.032467532467532464,0.03896103896103896,0.16883116883116883,0.2987012987012987,0.006493506493506496,0.12987012987012986,0.12987012987012986,0.7012987012987013
116,3065.0,60.0,7.0,39.0,99.0,259.0,971.0,0.007209062821833162,0.04016477857878476,0.101956745623069,0.266735324407827,0.0329557157569516,0.06179196704428424,0.164778578784758,0.733264675592173
117,3066.0,55.0,13.0,43.0,148.0,410.0,1397.0,0.009305654974946313,0.030780243378668574,0.10594130279169649,0.2934860415175376,0.02147458840372226,0.07516105941302792,0.1875447387258411,0.7065139584824625
118,3077.0,90.0,11.0,25.0,44.0,70.0,288.0,0.03819444444444445,0.08680555555555555,0.1527777777777778,0.24305555555555555,0.048611111111111105,0.06597222222222224,0.09027777777777776,0.7569444444444444
119,3080.0,42.0,48.0,93.0,166.0,383.0,780.0,0.06153846153846154,0.11923076923076924,0.2128205128205128,0.491025641025641,0.057692307692307696,0.09358974358974358,0.2782051282051282,0.5089743589743589
120,3081.0,84.0,4.0,5.0,32.0,152.0,437.0,0.009153318077803204,0.011441647597254004,0.07322654462242563,0.34782608695652173,0.0022883295194508005,0.06178489702517163,0.2745995423340961,0.6521739130434783
121,3084.0,65.0,72.0,173.0,401.0,985.0,3556.0,0.020247469066366704,0.048650168728908885,0.11276715410573679,0.2769966254218223,0.02840269966254218,0.0641169853768279,0.1642294713160855,0.7230033745781776
122,3085.0,16.0,0.0,1.0,103.0,177.0,177.0,0.0,0.005649717514124294,0.5819209039548022,1.0,0.005649717514124294,0.576271186440678,0.4180790960451978,0.0
123,3090.0,8.0,8.0,54.0,67.0,67.0,67.0,0.11940298507462686,0.8059701492537313,1.0,1.0,0.6865671641791045,0.19402985074626866,0.0,0.0
124,3102.0,12.0,6.0,12.0,38.0,38.0,38.0,0.15789473684210525,0.3157894736842105,1.0,1.0,0.15789473684210525,0.6842105263157895,0.0,0.0
125,3106.0,25.0,2.0,4.0,29.0,157.0,157.0,0.012738853503184714,0.025477707006369428,0.18471337579617833,1.0,0.012738853503184714,0.1592356687898089,0.8152866242038217,0.0
126,3108.0,72.0,47.0,147.0,305.0,635.0,2674.0,0.017576664173522813,0.0549738219895288,0.11406133133881825,0.237471952131638,0.037397157816005985,0.059087509349289455,0.12341062079281974,0.762528047868362
127,3112.0,31.0,0.0,0.0,1.0,10.0,11.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0.0,0.09090909090909091,0.8181818181818181,0.09090909090909094
128,3116.0,37.0,1.0,1.0,1.0,1211.0,1211.0,0.0008257638315441783,0.0008257638315441783,0.0008257638315441783,1.0,0.0,0.0,0.9991742361684558,0.0
129,3118.0,55.0,2.0,2.0,47.0,520.0,1715.0,0.0011661807580174927,0.0011661807580174927,0.02740524781341108,0.3032069970845481,0.0,0.026239067055393587,0.27580174927113704,0.6967930029154519
130,3125.0,60.0,2.0,2.0,10.0,100.0,482.0,0.004149377593360996,0.004149377593360996,0.02074688796680498,0.2074688796680498,0.0,0.016597510373443983,0.18672199170124482,0.7925311203319502
131,3126.0,59.0,20.0,161.0,1201.0,1523.0,1546.0,0.0129366106080207,0.10413971539456662,0.776843467011643,0.9851228978007762,0.09120310478654592,0.6727037516170764,0.20827943078913325,0.01487710219922378
132,3132.0,59.0,7.0,14.0,496.0,572.0,646.0,0.010835913312693499,0.021671826625386997,0.7678018575851393,0.8854489164086687,0.010835913312693499,0.7461300309597523,0.11764705882352944,0.11455108359133126
133,3135.0,90.0,2.0,2.0,2.0,2.0,25.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.92
134,3141.0,40.0,9.0,16.0,31.0,91.0,271.0,0.033210332103321034,0.05904059040590406,0.11439114391143912,0.33579335793357934,0.025830258302583023,0.05535055350553506,0.22140221402214022,0.6642066420664207
135,3149.0,20.0,0.0,13.0,194.0,428.0,428.0,0.0,0.030373831775700934,0.4532710280373832,1.0,0.030373831775700934,0.42289719626168226,0.5467289719626168,0.0
136,3152.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
137,3154.0,57.0,1.0,1.0,1.0,13.0,23.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.5652173913043478,0.0,0.0,0.5217391304347826,0.4347826086956522
138,3161.0,26.0,7.0,7.0,45.0,266.0,266.0,0.02631578947368421,0.02631578947368421,0.16917293233082706,1.0,0.0,0.14285714285714285,0.8308270676691729,0.0
139,3163.0,28.0,59.0,149.0,366.0,845.0,845.0,0.06982248520710059,0.17633136094674556,0.4331360946745562,1.0,0.10650887573964497,0.25680473372781065,0.5668639053254438,0.0
140,3170.0,122.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.7142857142857143,0.2857142857142857
141,3175.0,105.0,0.0,0.0,0.0,384.0,3171.0,0.0,0.0,0.0,0.12109744560075686,0.0,0.0,0.12109744560075686,0.8789025543992431
142,3184.0,38.0,3.0,10.0,37.0,179.0,211.0,0.014218009478672985,0.04739336492890995,0.17535545023696683,0.8483412322274881,0.03317535545023696,0.1279620853080569,0.6729857819905213,0.15165876777251186
143,3188.0,44.0,0.0,0.0,0.0,14.0,146.0,0.0,0.0,0.0,0.0958904109589041,0.0,0.0,0.0958904109589041,0.904109589041096
144,3190.0,16.0,1.0,3.0,67.0,124.0,124.0,0.008064516129032258,0.024193548387096774,0.5403225806451613,1.0,0.016129032258064516,0.5161290322580645,0.45967741935483875,0.0
145,3191.0,16.0,0.0,1.0,159.0,277.0,277.0,0.0,0.0036101083032490976,0.5740072202166066,1.0,0.0036101083032490976,0.5703971119133574,0.42599277978339345,0.0
146,3193.0,49.0,3.0,3.0,3.0,129.0,255.0,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.5058823529411764,0.0,0.0,0.4941176470588235,0.49411764705882355
147,3194.0,61.0,11.0,29.0,69.0,158.0,419.0,0.026252983293556086,0.06921241050119331,0.16467780429594273,0.37708830548926014,0.04295942720763722,0.09546539379474941,0.21241050119331742,0.6229116945107398
148,3198.0,95.0,41.0,120.0,344.0,840.0,3844.0,0.010665972944849115,0.031217481789802288,0.08949011446409989,0.21852237252861603,0.020551508844953173,0.05827263267429761,0.12903225806451613,0.7814776274713839
