,M26_AU,M26_CA,M26_CN,M26_DE,M26_ES,M26_FR,M26_GB,M26_IN,M26_NL,M26_RU,M26_TW,M26_US,CompetitionId,M27_AU,M27_CA,M27_CN,M27_DE,M27_ES,M27_FR,M27_GB,M27_IN,M27_NL,M27_RU,M27_TW,M27_US,M28_IsClamped,M28_AU,M28_CA,M28_CN,M28_DE,M28_ES,M28_FR,M28_GB,M28_IN,M28_NL,M28_RU,M28_TW,M28_US
218,18,29,49,26,9,22,44,141,12,32,8,429,3539.0,185.0,223.0,616.0,147.0,83.0,116.0,343.0,404.0,39.0,213.0,61.0,2524.0,,0.0972972972972973,0.13004484304932734,0.07954545454545454,0.17687074829931973,0.10843373493975904,0.1896551724137931,0.1282798833819242,0.349009900990099,0.3076923076923077,0.15023474178403756,0.13114754098360656,0.16996830427892234
219,15,13,17,12,7,22,23,64,7,46,1,183,3540.0,204.0,143.0,754.0,116.0,81.0,107.0,225.0,314.0,102.0,168.0,179.0,2005.0,,0.07352941176470588,0.09090909090909091,0.022546419098143235,0.10344827586206896,0.08641975308641975,0.205607476635514,0.10222222222222223,0.20382165605095542,0.06862745098039216,0.27380952380952384,0.00558659217877095,0.0912718204488778
220,0,0,0,0,0,0,0,9,0,0,0,0,3552.0,206.0,145.0,702.0,126.0,94.0,105.0,198.0,418.0,58.0,154.0,175.0,2156.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215311004784689,0.0,0.0,0.0,0.0
221,0,0,0,0,0,0,0,0,0,0,0,72,3555.0,201.0,232.0,876.0,162.0,99.0,116.0,320.0,417.0,53.0,174.0,169.0,2652.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027149321266968326
222,0,0,0,0,0,0,0,8,0,0,0,0,3556.0,206.0,145.0,702.0,126.0,94.0,105.0,198.0,418.0,58.0,154.0,175.0,2156.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019138755980861243,0.0,0.0,0.0,0.0
223,0,0,0,0,0,0,0,8,0,0,0,0,3557.0,206.0,145.0,702.0,126.0,94.0,105.0,198.0,418.0,58.0,154.0,175.0,2156.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019138755980861243,0.0,0.0,0.0,0.0
224,0,0,0,0,0,0,0,8,0,0,0,0,3558.0,206.0,145.0,702.0,126.0,94.0,105.0,198.0,418.0,58.0,154.0,175.0,2156.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019138755980861243,0.0,0.0,0.0,0.0
225,0,0,0,0,0,0,0,8,0,0,0,0,3559.0,206.0,145.0,702.0,126.0,94.0,105.0,198.0,418.0,58.0,154.0,175.0,2156.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019138755980861243,0.0,0.0,0.0,0.0
226,0,0,0,0,0,0,0,8,0,0,0,0,3560.0,206.0,145.0,702.0,126.0,94.0,105.0,198.0,418.0,58.0,154.0,175.0,2156.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019138755980861243,0.0,0.0,0.0,0.0
227,0,0,0,0,0,0,0,0,0,0,0,19,3565.0,183.0,221.0,626.0,146.0,85.0,115.0,346.0,392.0,42.0,210.0,59.0,2507.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007578779417630634
228,0,0,0,0,0,0,0,0,0,49,0,0,3578.0,203.0,144.0,757.0,119.0,81.0,108.0,224.0,313.0,101.0,167.0,179.0,2001.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2934131736526946,0.0,0.0
229,1,3,0,1,1,2,1,0,0,0,0,144,3581.0,198.0,230.0,670.0,161.0,100.0,116.0,332.0,413.0,52.0,176.0,166.0,2678.0,,0.005050505050505051,0.013043478260869565,0.0,0.006211180124223602,0.01,0.017241379310344827,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0537714712471994
230,0,0,0,0,0,0,1,0,0,0,0,86,3582.0,201.0,134.0,755.0,115.0,79.0,107.0,166.0,318.0,96.0,168.0,178.0,2029.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.04238541153277477
231,8,0,0,0,0,0,0,0,0,0,0,0,3583.0,206.0,138.0,754.0,116.0,81.0,108.0,218.0,314.0,99.0,168.0,179.0,1977.0,,0.038834951456310676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0,0,0,0,0,0,0,1,0,0,0,40,3584.0,204.0,143.0,757.0,117.0,81.0,107.0,224.0,314.0,102.0,170.0,179.0,1995.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0,0.020050125313283207
233,0,0,0,0,0,0,0,21,0,0,0,6,3585.0,204.0,171.0,906.0,125.0,95.0,109.0,226.0,423.0,52.0,156.0,173.0,2210.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04964539007092199,0.0,0.0,0.0,0.0027149321266968325
234,6,16,36,9,17,10,26,33,7,7,4,146,3586.0,200.0,234.0,897.0,160.0,99.0,115.0,314.0,418.0,51.0,171.0,168.0,2639.0,,0.03,0.06837606837606838,0.04013377926421405,0.05625,0.1717171717171717,0.08695652173913043,0.08280254777070063,0.07894736842105263,0.13725490196078433,0.04093567251461988,0.023809523809523808,0.055323986358469114
235,0,0,0,0,0,0,0,0,0,0,0,75,3592.0,201.0,232.0,876.0,162.0,99.0,116.0,320.0,417.0,53.0,174.0,169.0,2652.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02828054298642534
236,0,0,0,0,0,0,0,0,0,0,0,23,3594.0,203.0,138.0,755.0,116.0,80.0,109.0,192.0,317.0,99.0,169.0,180.0,1986.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011581067472306143
237,0,0,1,1,0,0,0,0,0,0,0,47,3596.0,202.0,135.0,740.0,115.0,81.0,104.0,165.0,335.0,62.0,173.0,180.0,2016.0,,0.0,0.0,0.0013513513513513514,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023313492063492064
238,0,0,1,1,0,0,0,0,0,0,0,43,3597.0,202.0,135.0,740.0,115.0,81.0,104.0,165.0,335.0,62.0,173.0,180.0,2016.0,,0.0,0.0,0.0013513513513513514,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02132936507936508
239,0,0,0,0,0,0,72,0,0,0,0,0,3598.0,204.0,190.0,882.0,138.0,96.0,113.0,295.0,425.0,54.0,164.0,171.0,2330.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2440677966101695,0.0,0.0,0.0,0.0,0.0
240,14,16,11,49,11,17,23,54,6,30,3,328,3599.0,200.0,232.0,855.0,157.0,96.0,115.0,314.0,420.0,54.0,168.0,169.0,2453.0,,0.07,0.06896551724137931,0.012865497076023392,0.31210191082802546,0.11458333333333333,0.14782608695652175,0.0732484076433121,0.12857142857142856,0.1111111111111111,0.17857142857142858,0.01775147928994083,0.13371381981247452
241,2,0,1,4,0,0,0,5,0,0,0,2,3602.0,205.0,155.0,901.0,127.0,95.0,106.0,221.0,423.0,52.0,155.0,174.0,2195.0,,0.00975609756097561,0.0,0.0011098779134295228,0.031496062992125984,0.0,0.0,0.0,0.01182033096926714,0.0,0.0,0.0,0.0009111617312072893
242,0,0,0,0,0,0,0,0,0,0,0,22,3603.0,203.0,138.0,755.0,116.0,80.0,109.0,192.0,317.0,99.0,169.0,180.0,1986.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011077542799597181
243,7,8,14,8,7,8,13,66,6,12,3,104,3611.0,182.0,218.0,585.0,151.0,79.0,119.0,328.0,417.0,44.0,235.0,53.0,2387.0,,0.038461538461538464,0.03669724770642202,0.023931623931623933,0.052980132450331126,0.08860759493670886,0.06722689075630252,0.039634146341463415,0.15827338129496402,0.13636363636363635,0.05106382978723404,0.05660377358490566,0.04356933389191454
244,0,0,0,0,0,0,0,0,0,17,0,0,3613.0,202.0,135.0,738.0,115.0,81.0,104.0,166.0,335.0,62.0,175.0,180.0,2022.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714285714285714,0.0,0.0
245,0,0,0,0,0,0,0,0,0,0,0,37,3616.0,202.0,137.0,753.0,116.0,82.0,107.0,166.0,321.0,68.0,171.0,178.0,2040.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018137254901960786
246,0,0,0,0,0,0,0,3,0,0,0,3,3617.0,200.0,232.0,873.0,158.0,100.0,116.0,313.0,420.0,54.0,170.0,170.0,2486.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0012067578439259854
247,3,1,1,3,3,0,1,3,2,4,0,24,3618.0,185.0,223.0,608.0,146.0,83.0,116.0,342.0,426.0,39.0,213.0,37.0,2516.0,,0.016216216216216217,0.004484304932735426,0.001644736842105263,0.02054794520547945,0.03614457831325301,0.0,0.0029239766081871343,0.007042253521126761,0.05128205128205128,0.018779342723004695,0.0,0.009538950715421303
248,0,0,0,0,0,0,0,0,0,0,0,33,3620.0,206.0,133.0,683.0,119.0,88.0,107.0,172.0,363.0,61.0,160.0,177.0,2017.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01636093207734259
249,0,0,1,0,0,0,0,0,0,0,0,93,3632.0,184.0,223.0,620.0,148.0,84.0,116.0,347.0,395.0,42.0,213.0,61.0,2526.0,,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681710213776722
250,0,0,0,0,0,0,0,0,0,0,0,22,3633.0,203.0,136.0,730.0,116.0,79.0,105.0,168.0,339.0,62.0,173.0,178.0,1976.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011133603238866396
251,4,3,10,7,3,14,30,32,4,7,2,101,3634.0,145.0,273.0,699.0,227.0,149.0,182.0,574.0,589.0,165.0,399.0,147.0,4354.0,,0.027586206896551724,0.01098901098901099,0.01430615164520744,0.030837004405286344,0.020134228187919462,0.07692307692307693,0.05226480836236934,0.05432937181663837,0.024242424242424242,0.017543859649122806,0.013605442176870748,0.023197060174552135
252,0,0,0,0,0,0,30,0,0,0,0,0,3636.0,183.0,221.0,626.0,146.0,85.0,115.0,346.0,392.0,42.0,210.0,59.0,2507.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.08670520231213873,0.0,0.0,0.0,0.0,0.0
253,11,2,14,6,6,8,12,21,5,10,2,114,3638.0,185.0,209.0,580.0,152.0,88.0,119.0,413.0,438.0,50.0,237.0,70.0,2784.0,,0.05945945945945946,0.009569377990430622,0.02413793103448276,0.039473684210526314,0.06818181818181818,0.06722689075630252,0.029055690072639227,0.04794520547945205,0.1,0.04219409282700422,0.02857142857142857,0.040948275862068964
254,0,0,0,0,0,0,0,0,0,0,0,28,3640.0,199.0,234.0,911.0,160.0,100.0,114.0,315.0,419.0,54.0,170.0,170.0,2591.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010806638363566191
255,0,0,0,0,0,0,0,0,0,0,0,46,3642.0,207.0,141.0,675.0,125.0,92.0,107.0,181.0,410.0,60.0,154.0,175.0,2136.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02153558052434457
256,0,1,5,3,1,2,7,5,0,1,0,8,3645.0,204.0,190.0,882.0,138.0,96.0,113.0,295.0,425.0,54.0,164.0,171.0,2330.0,,0.0,0.005263157894736842,0.005668934240362812,0.021739130434782608,0.010416666666666666,0.017699115044247787,0.023728813559322035,0.011764705882352941,0.0,0.006097560975609756,0.0,0.0034334763948497852
257,0,0,0,0,0,0,0,0,0,0,0,14,3647.0,206.0,133.0,683.0,119.0,88.0,107.0,172.0,363.0,61.0,160.0,177.0,2017.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006941001487357461
258,0,0,0,0,0,0,0,0,0,8,0,0,3648.0,207.0,135.0,695.0,124.0,87.0,108.0,173.0,363.0,66.0,169.0,178.0,2007.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047337278106508875,0.0,0.0
259,0,0,0,0,0,0,0,0,0,0,0,31,3651.0,208.0,133.0,681.0,119.0,90.0,105.0,173.0,373.0,61.0,151.0,177.0,2079.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014911014911014911
260,0,0,1,1,0,0,0,0,0,0,0,38,3655.0,182.0,222.0,629.0,147.0,88.0,117.0,339.0,389.0,44.0,200.0,60.0,2524.0,,0.0,0.0,0.001589825119236884,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015055467511885896
261,0,0,0,0,0,0,0,1,0,29,0,1,3656.0,182.0,219.0,628.0,149.0,89.0,117.0,339.0,389.0,44.0,198.0,60.0,2527.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002570694087403599,0.0,0.14646464646464646,0.0,0.0003957261574990107
262,0,0,0,0,0,1,80,0,0,0,0,0,3659.0,198.0,230.0,670.0,161.0,100.0,116.0,332.0,413.0,52.0,176.0,166.0,2678.0,,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.24096385542168675,0.0,0.0,0.0,0.0,0.0
263,0,0,0,0,0,2,15,0,0,0,0,1,3660.0,185.0,222.0,632.0,152.0,89.0,116.0,338.0,394.0,44.0,194.0,60.0,2551.0,,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.04437869822485207,0.0,0.0,0.0,0.0,0.0003920031360250882
264,0,0,0,0,0,0,0,2,0,0,0,18,3661.0,199.0,229.0,766.0,162.0,100.0,116.0,331.0,412.0,53.0,176.0,168.0,2697.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.006674082313681869
265,0,78,2,0,0,0,0,0,0,0,0,2,3669.0,200.0,232.0,855.0,157.0,96.0,115.0,314.0,420.0,54.0,168.0,169.0,2453.0,,0.0,0.33620689655172414,0.0023391812865497076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008153281695882593
266,26,8,20,25,13,21,33,62,17,17,10,236,3670.0,182.0,211.0,589.0,149.0,80.0,122.0,328.0,404.0,47.0,227.0,50.0,2350.0,,0.14285714285714285,0.037914691943127965,0.03395585738539898,0.16778523489932887,0.1625,0.1721311475409836,0.10060975609756098,0.15346534653465346,0.3617021276595745,0.07488986784140969,0.2,0.10042553191489362
267,0,0,0,0,0,0,0,0,0,0,0,13,3671.0,185.0,209.0,580.0,152.0,88.0,119.0,413.0,438.0,50.0,237.0,70.0,2784.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004669540229885058
268,0,36,0,0,0,0,0,0,0,0,0,0,3690.0,204.0,171.0,904.0,125.0,95.0,110.0,240.0,425.0,52.0,157.0,172.0,2235.0,,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,10,15,14,13,12,5,13,44,5,13,4,680,3706.0,130.0,247.0,665.0,190.0,124.0,151.0,491.0,516.0,120.0,388.0,139.0,3997.0,,0.07692307692307693,0.06072874493927125,0.021052631578947368,0.06842105263157895,0.0967741935483871,0.033112582781456956,0.026476578411405296,0.08527131782945736,0.041666666666666664,0.03350515463917526,0.02877697841726619,0.17012759569677258
270,0,0,0,0,0,0,0,0,0,0,0,3,3722.0,184.0,212.0,591.0,150.0,79.0,124.0,330.0,407.0,48.0,226.0,50.0,2378.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001261564339781329
271,0,0,0,1,0,0,0,1,0,23,0,1,3729.0,183.0,221.0,625.0,147.0,85.0,116.0,348.0,393.0,42.0,210.0,60.0,2514.0,,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.002544529262086514,0.0,0.10952380952380952,0.0,0.0003977724741447892
272,0,0,0,0,0,0,0,67,0,0,0,4,3731.0,183.0,223.0,602.0,145.0,81.0,115.0,343.0,429.0,39.0,217.0,38.0,2499.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561771561771562,0.0,0.0,0.0,0.001600640256102441
273,0,0,0,0,1,0,0,0,0,0,0,0,3744.0,192.0,225.0,637.0,155.0,95.0,116.0,340.0,400.0,46.0,184.0,122.0,2597.0,,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0,0,0,0,0,0,0,1,0,0,0,27,3750.0,182.0,222.0,629.0,147.0,88.0,117.0,339.0,389.0,44.0,200.0,60.0,2524.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002570694087403599,0.0,0.0,0.0,0.010697305863708399
275,0,0,0,0,0,0,0,0,0,0,0,50,3752.0,194.0,227.0,641.0,157.0,99.0,116.0,339.0,403.0,47.0,180.0,128.0,2616.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191131498470948
276,40,32,40,30,26,27,90,157,15,29,32,472,3756.0,138.0,217.0,591.0,160.0,87.0,123.0,432.0,457.0,52.0,363.0,110.0,3232.0,,0.2898550724637681,0.14746543778801843,0.0676818950930626,0.1875,0.2988505747126437,0.21951219512195122,0.20833333333333334,0.3435448577680525,0.28846153846153844,0.07988980716253444,0.2909090909090909,0.14603960396039603
277,2,0,3,3,1,2,1,2,3,4,0,24,3757.0,185.0,209.0,580.0,152.0,88.0,119.0,414.0,440.0,50.0,239.0,73.0,2791.0,,0.010810810810810811,0.0,0.005172413793103448,0.019736842105263157,0.011363636363636364,0.01680672268907563,0.0024154589371980675,0.004545454545454545,0.06,0.016736401673640166,0.0,0.008599068434252956
278,0,0,0,0,0,0,0,0,0,0,0,38,3765.0,211.0,304.0,821.0,252.0,176.0,209.0,636.0,708.0,181.0,423.0,153.0,4816.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007890365448504983
279,15,14,78,26,24,18,26,120,17,27,117,217,3772.0,119.0,235.0,655.0,175.0,111.0,142.0,460.0,497.0,78.0,371.0,139.0,3856.0,,0.12605042016806722,0.059574468085106386,0.11908396946564885,0.14857142857142858,0.21621621621621623,0.1267605633802817,0.05652173913043478,0.2414486921529175,0.21794871794871795,0.07277628032345014,0.841726618705036,0.05627593360995851
280,3,7,4,10,2,6,17,16,8,8,1,110,3774.0,233.0,322.0,860.0,272.0,192.0,223.0,673.0,799.0,191.0,442.0,158.0,5043.0,,0.012875536480686695,0.021739130434782608,0.004651162790697674,0.03676470588235294,0.010416666666666666,0.026905829596412557,0.02526002971768202,0.02002503128911139,0.041884816753926704,0.01809954751131222,0.006329113924050633,0.02181241324608368
281,1,2,2,1,1,2,1,2,2,2,0,22,3778.0,244.0,330.0,869.0,291.0,194.0,236.0,675.0,784.0,200.0,440.0,163.0,5090.0,,0.004098360655737705,0.006060606060606061,0.0023014959723820483,0.003436426116838488,0.005154639175257732,0.00847457627118644,0.0014814814814814814,0.002551020408163265,0.01,0.004545454545454545,0.0,0.004322200392927309
282,0,0,0,0,0,0,0,0,0,0,0,1,3783.0,244.0,330.0,869.0,291.0,194.0,236.0,675.0,784.0,200.0,440.0,163.0,5090.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019646365422396856
