,M26_AU,M26_CA,M26_CN,M26_DE,M26_ES,M26_FR,M26_GB,M26_IN,M26_NL,M26_RU,M26_TW,M26_US,CompetitionId,M27_AU,M27_CA,M27_CN,M27_DE,M27_ES,M27_FR,M27_GB,M27_IN,M27_NL,M27_RU,M27_TW,M27_US,M28_IsClamped,M28_AU,M28_CA,M28_CN,M28_DE,M28_ES,M28_FR,M28_GB,M28_IN,M28_NL,M28_RU,M28_TW,M28_US
39,25,11,33,24,10,8,21,39,11,15,20,260,2606.0,136.0,109.0,55.0,76.0,23.0,34.0,184.0,131.0,24.0,128.0,32.0,1157.0,,0.18382352941176472,0.10091743119266056,0.6,0.3157894736842105,0.43478260869565216,0.23529411764705882,0.11413043478260869,0.29770992366412213,0.4583333333333333,0.1171875,0.625,0.2247191011235955
40,43,18,5,9,3,8,20,18,2,18,1,147,2609.0,173.0,53.0,26.0,40.0,18.0,21.0,91.0,90.0,20.0,129.0,1.0,643.0,,0.24855491329479767,0.33962264150943394,0.19230769230769232,0.225,0.16666666666666666,0.38095238095238093,0.21978021978021978,0.2,0.1,0.13953488372093023,1.0,0.2286158631415241
41,0,0,0,0,0,0,20,0,0,0,0,0,2610.0,206.0,108.0,36.0,57.0,15.0,26.0,150.0,124.0,23.0,124.0,1.0,1008.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
42,0,0,0,0,0,0,0,0,0,68,0,0,2623.0,204.0,106.0,35.0,55.0,15.0,25.0,148.0,120.0,23.0,122.0,1.0,971.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.0,0.0
43,0,0,0,0,0,0,0,0,0,0,0,16,2628.0,182.0,61.0,29.0,43.0,19.0,22.0,124.0,97.0,21.0,129.0,1.0,709.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022566995768688293
44,0,0,0,0,0,0,0,0,0,0,0,27,2635.0,189.0,79.0,31.0,49.0,19.0,24.0,136.0,106.0,23.0,128.0,1.0,871.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030998851894374284
45,0,41,0,0,0,0,0,0,0,0,0,3,2647.0,198.0,99.0,33.0,51.0,14.0,24.0,140.0,110.0,23.0,126.0,1.0,918.0,,0.0,0.41414141414141414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032679738562091504
46,0,0,0,0,0,0,0,0,0,0,0,10,2657.0,190.0,108.0,49.0,74.0,23.0,31.0,155.0,138.0,24.0,131.0,21.0,1076.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00929368029739777
47,0,1,0,0,31,0,1,1,1,1,0,8,2658.0,139.0,110.0,45.0,74.0,23.0,33.0,167.0,128.0,21.0,125.0,32.0,1087.0,1.0,0.0,0.00909090909090909,0.0,0.0,1.0,0.0,0.005988023952095809,0.0078125,0.047619047619047616,0.008,0.0,0.007359705611775529
48,10,2,6,10,8,2,9,12,12,6,0,148,2667.0,144.0,248.0,313.0,87.0,33.0,49.0,257.0,120.0,77.0,209.0,57.0,1471.0,,0.06944444444444445,0.008064516129032258,0.019169329073482427,0.11494252873563218,0.24242424242424243,0.04081632653061224,0.03501945525291829,0.1,0.15584415584415584,0.028708133971291867,0.0,0.10061182868796736
49,0,0,0,0,0,0,0,0,0,0,0,15,2668.0,202.0,103.0,34.0,53.0,15.0,25.0,144.0,118.0,23.0,122.0,1.0,952.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015756302521008403
50,0,0,0,0,0,0,0,0,0,0,0,15,2669.0,202.0,103.0,34.0,53.0,15.0,25.0,144.0,118.0,23.0,122.0,1.0,952.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015756302521008403
51,0,0,0,0,0,0,0,0,0,0,0,12,2689.0,139.0,111.0,46.0,74.0,22.0,33.0,166.0,129.0,21.0,125.0,32.0,1085.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059907834101382
52,0,0,0,0,0,0,0,0,1,0,0,2,2695.0,209.0,108.0,47.0,66.0,22.0,28.0,156.0,133.0,24.0,128.0,4.0,1053.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.001899335232668566
53,9,0,0,0,0,0,0,1,0,0,0,6,2709.0,134.0,161.0,178.0,77.0,30.0,43.0,218.0,116.0,73.0,208.0,47.0,1252.0,,0.06716417910447761,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.004792332268370607
54,0,0,0,0,0,0,0,0,0,0,0,1,2711.0,119.0,227.0,517.0,98.0,32.0,52.0,209.0,117.0,73.0,181.0,116.0,1403.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007127583749109052
55,0,0,0,0,0,0,0,0,1,0,0,1,2719.0,169.0,110.0,49.0,76.0,23.0,33.0,160.0,137.0,22.0,131.0,33.0,1073.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0009319664492078285
56,14,9,46,10,4,14,20,31,17,2,0,218,2732.0,144.0,248.0,313.0,87.0,33.0,49.0,257.0,120.0,77.0,209.0,57.0,1471.0,,0.09722222222222222,0.036290322580645164,0.14696485623003194,0.11494252873563218,0.12121212121212122,0.2857142857142857,0.07782101167315175,0.25833333333333336,0.22077922077922077,0.009569377990430622,0.0,0.14819850441876276
57,1,0,0,0,0,2,28,0,1,0,0,0,2737.0,136.0,244.0,331.0,91.0,32.0,50.0,256.0,122.0,76.0,209.0,62.0,1491.0,,0.007352941176470588,0.0,0.0,0.0,0.0,0.04,0.109375,0.0,0.013157894736842105,0.0,0.0,0.0
58,6,0,4,1,2,0,2,5,0,4,0,51,2742.0,127.0,211.0,201.0,79.0,31.0,45.0,220.0,118.0,73.0,208.0,51.0,1287.0,,0.047244094488188976,0.0,0.01990049751243781,0.012658227848101266,0.06451612903225806,0.0,0.00909090909090909,0.0423728813559322,0.0,0.019230769230769232,0.0,0.039627039627039624
59,0,1,2,0,1,0,69,0,0,0,0,10,2743.0,132.0,164.0,144.0,75.0,30.0,45.0,216.0,115.0,31.0,166.0,39.0,1210.0,,0.0,0.006097560975609756,0.013888888888888888,0.0,0.03333333333333333,0.0,0.3194444444444444,0.0,0.0,0.0,0.0,0.008264462809917356
60,5,8,701,24,1,5,8,15,2,4,94,178,2748.0,120.0,222.0,607.0,99.0,35.0,52.0,210.0,118.0,73.0,180.0,129.0,1387.0,1.0,0.041666666666666664,0.036036036036036036,1.0,0.24242424242424243,0.02857142857142857,0.09615384615384616,0.0380952380952381,0.1271186440677966,0.0273972602739726,0.022222222222222223,0.7286821705426356,0.12833453496755587
61,2,4,111,1,4,2,3,17,0,4,59,74,2749.0,120.0,222.0,607.0,99.0,35.0,52.0,210.0,118.0,73.0,180.0,129.0,1387.0,,0.016666666666666666,0.018018018018018018,0.1828665568369028,0.010101010101010102,0.11428571428571428,0.038461538461538464,0.014285714285714285,0.1440677966101695,0.0,0.022222222222222223,0.4573643410852713,0.05335255948089401
62,0,0,0,0,0,0,0,0,0,19,0,0,2752.0,120.0,222.0,607.0,99.0,35.0,52.0,210.0,118.0,73.0,180.0,129.0,1387.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10555555555555556,0.0,0.0
63,2,1,17,3,0,3,5,16,1,4,1,131,2758.0,152.0,307.0,632.0,120.0,51.0,60.0,215.0,166.0,85.0,212.0,108.0,1585.0,,0.013157894736842105,0.003257328990228013,0.02689873417721519,0.025,0.0,0.05,0.023255813953488372,0.0963855421686747,0.011764705882352941,0.018867924528301886,0.009259259259259259,0.08264984227129338
64,0,61,0,0,0,1,0,0,0,0,0,2,2759.0,134.0,166.0,56.0,75.0,27.0,41.0,197.0,129.0,24.0,130.0,32.0,1182.0,,0.0,0.3674698795180723,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.001692047377326565
65,3,1,0,1,0,0,6,2,0,1,0,38,2762.0,127.0,211.0,201.0,79.0,31.0,45.0,220.0,118.0,73.0,208.0,51.0,1287.0,,0.023622047244094488,0.004739336492890996,0.0,0.012658227848101266,0.0,0.0,0.02727272727272727,0.01694915254237288,0.0,0.004807692307692308,0.0,0.029526029526029528
66,0,0,0,0,0,0,0,0,0,0,0,9,2764.0,134.0,161.0,178.0,77.0,30.0,43.0,218.0,116.0,73.0,208.0,47.0,1252.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00718849840255591
67,0,147,0,0,0,0,0,0,0,0,0,1,2766.0,119.0,306.0,622.0,111.0,47.0,60.0,242.0,147.0,88.0,207.0,104.0,1503.0,,0.0,0.4803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006653359946773121
68,0,0,0,0,0,0,0,0,0,0,0,50,2770.0,134.0,109.0,54.0,74.0,24.0,34.0,182.0,131.0,24.0,127.0,32.0,1148.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04355400696864112
69,0,0,0,0,0,1,0,0,1,0,0,26,2778.0,135.0,162.0,153.0,76.0,30.0,45.0,216.0,117.0,64.0,213.0,39.0,1218.0,,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.015625,0.0,0.0,0.021346469622331693
70,0,0,0,0,3,0,0,0,0,0,0,0,2779.0,116.0,198.0,617.0,110.0,39.0,60.0,212.0,121.0,83.0,198.0,132.0,1441.0,,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,38,24,54,43,8,10,44,49,10,31,4,388,2780.0,113.0,197.0,618.0,101.0,37.0,55.0,212.0,114.0,78.0,184.0,130.0,1383.0,,0.336283185840708,0.1218274111675127,0.08737864077669903,0.42574257425742573,0.21621621621621623,0.18181818181818182,0.20754716981132076,0.4298245614035088,0.1282051282051282,0.16847826086956522,0.03076923076923077,0.28054953000723065
72,0,0,0,0,0,0,0,0,0,0,0,52,2783.0,132.0,164.0,135.0,75.0,30.0,45.0,216.0,116.0,30.0,163.0,39.0,1211.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042939719240297276
73,0,0,0,0,0,0,0,0,0,39,0,0,2791.0,133.0,163.0,150.0,74.0,30.0,44.0,216.0,115.0,31.0,174.0,39.0,1212.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22413793103448276,0.0,0.0
74,7,5,9,7,10,9,12,13,7,23,4,100,2799.0,125.0,309.0,626.0,114.0,49.0,64.0,237.0,153.0,90.0,213.0,104.0,1528.0,,0.056,0.016181229773462782,0.01437699680511182,0.06140350877192982,0.20408163265306123,0.140625,0.05063291139240506,0.08496732026143791,0.07777777777777778,0.107981220657277,0.038461538461538464,0.06544502617801047
75,0,112,0,0,0,1,0,0,0,0,0,2,2803.0,120.0,231.0,236.0,80.0,32.0,45.0,225.0,121.0,73.0,207.0,53.0,1307.0,,0.0,0.48484848484848486,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.001530221882172915
76,0,0,0,0,0,0,0,0,0,0,0,52,2820.0,137.0,246.0,325.0,89.0,32.0,48.0,256.0,122.0,76.0,209.0,62.0,1494.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03480589022757698
77,0,0,0,1,0,0,0,1,0,65,0,4,2822.0,134.0,161.0,178.0,77.0,30.0,43.0,218.0,116.0,73.0,208.0,47.0,1252.0,,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.008620689655172414,0.0,0.3125,0.0,0.003194888178913738
78,0,19,0,0,0,0,0,0,0,0,0,0,2824.0,121.0,231.0,232.0,80.0,32.0,45.0,227.0,121.0,73.0,208.0,52.0,1304.0,,0.0,0.08225108225108226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,45,0,0,0,0,0,0,0,0,0,0,2825.0,121.0,231.0,232.0,80.0,32.0,45.0,227.0,121.0,73.0,208.0,52.0,1304.0,,0.0,0.19480519480519481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0,0,0,0,0,0,10,0,0,0,0,0,2826.0,143.0,247.0,317.0,88.0,33.0,48.0,257.0,122.0,77.0,209.0,58.0,1489.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.038910505836575876,0.0,0.0,0.0,0.0,0.0
81,0,0,0,0,0,0,0,0,0,1,0,0,2830.0,120.0,236.0,255.0,80.0,32.0,46.0,227.0,120.0,73.0,208.0,54.0,1320.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0
82,0,0,0,0,0,0,0,0,0,0,0,34,2832.0,126.0,220.0,209.0,79.0,31.0,46.0,226.0,118.0,73.0,208.0,51.0,1293.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026295436968290797
83,0,0,0,0,0,0,0,0,51,0,0,0,2834.0,135.0,161.0,154.0,76.0,30.0,45.0,216.0,118.0,64.0,213.0,39.0,1218.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796875,0.0,0.0,0.0
84,28,8,13,25,7,14,25,50,5,22,3,231,2840.0,112.0,195.0,617.0,103.0,39.0,61.0,214.0,134.0,83.0,198.0,119.0,1442.0,,0.25,0.041025641025641026,0.02106969205834684,0.24271844660194175,0.1794871794871795,0.22950819672131148,0.11682242990654206,0.373134328358209,0.060240963855421686,0.1111111111111111,0.025210084033613446,0.16019417475728157
85,0,0,0,0,0,0,1,0,0,0,0,74,2850.0,132.0,246.0,357.0,91.0,31.0,50.0,255.0,122.0,74.0,212.0,66.0,1528.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.04842931937172775
86,9,3,3,6,0,5,9,8,0,7,1,75,2860.0,116.0,198.0,617.0,110.0,39.0,60.0,212.0,121.0,83.0,198.0,132.0,1441.0,,0.07758620689655173,0.015151515151515152,0.004862236628849271,0.05454545454545454,0.0,0.08333333333333333,0.04245283018867924,0.06611570247933884,0.0,0.03535353535353535,0.007575757575757576,0.0520471894517696
87,3,1,2,6,0,3,8,0,1,0,0,58,2863.0,153.0,306.0,592.0,121.0,52.0,58.0,184.0,165.0,86.0,208.0,106.0,1582.0,,0.0196078431372549,0.0032679738562091504,0.0033783783783783786,0.049586776859504134,0.0,0.05172413793103448,0.043478260869565216,0.0,0.011627906976744186,0.0,0.0,0.03666245259165613
88,1,1,1,1,0,3,1,7,1,1,0,35,2888.0,151.0,309.0,633.0,121.0,52.0,58.0,216.0,167.0,86.0,213.0,108.0,1593.0,,0.006622516556291391,0.003236245954692557,0.001579778830963665,0.008264462809917356,0.0,0.05172413793103448,0.004629629629629629,0.041916167664670656,0.011627906976744186,0.004694835680751174,0.0,0.02197112366603892
89,0,0,0,0,0,0,0,0,0,45,0,4,2892.0,116.0,232.0,453.0,98.0,31.0,50.0,217.0,112.0,73.0,182.0,103.0,1451.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24725274725274726,0.0,0.0027567195037904893
90,4,2,4,5,0,2,6,7,2,4,1,69,2895.0,116.0,198.0,617.0,110.0,39.0,60.0,212.0,121.0,83.0,198.0,132.0,1441.0,,0.034482758620689655,0.010101010101010102,0.006482982171799027,0.045454545454545456,0.0,0.03333333333333333,0.02830188679245283,0.05785123966942149,0.024096385542168676,0.020202020202020204,0.007575757575757576,0.047883414295628035
91,0,0,0,0,0,0,2,0,0,0,0,81,2914.0,124.0,244.0,136.0,100.0,52.0,61.0,243.0,205.0,37.0,159.0,18.0,1473.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.00823045267489712,0.0,0.0,0.0,0.0,0.054989816700611
92,0,0,0,0,0,0,0,0,0,41,0,0,2915.0,125.0,237.0,411.0,98.0,30.0,49.0,236.0,111.0,73.0,221.0,99.0,1506.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18552036199095023,0.0,0.0
93,2,0,3,2,4,3,1,13,1,2,4,37,2917.0,152.0,313.0,559.0,118.0,50.0,60.0,184.0,171.0,81.0,215.0,103.0,1529.0,,0.013157894736842105,0.0,0.005366726296958855,0.01694915254237288,0.08,0.05,0.005434782608695652,0.07602339181286549,0.012345679012345678,0.009302325581395349,0.038834951456310676,0.02419882275997384
94,9,9,44,8,10,9,22,49,10,22,5,271,2947.0,114.0,195.0,621.0,100.0,50.0,63.0,219.0,141.0,86.0,206.0,119.0,1471.0,,0.07894736842105263,0.046153846153846156,0.07085346215780998,0.08,0.2,0.14285714285714285,0.1004566210045662,0.3475177304964539,0.11627906976744186,0.10679611650485436,0.04201680672268908,0.18422841604350781
95,3,4,11,2,5,5,3,8,0,5,0,63,2958.0,150.0,309.0,633.0,116.0,56.0,60.0,213.0,158.0,85.0,214.0,108.0,1542.0,,0.02,0.012944983818770227,0.017377567140600316,0.017241379310344827,0.08928571428571429,0.08333333333333333,0.014084507042253521,0.05063291139240506,0.0,0.02336448598130841,0.0,0.04085603112840467
96,10,8,6,8,6,2,14,14,5,12,0,117,2959.0,152.0,307.0,633.0,117.0,50.0,60.0,214.0,164.0,85.0,212.0,108.0,1567.0,,0.06578947368421052,0.026058631921824105,0.009478672985781991,0.06837606837606838,0.12,0.03333333333333333,0.06542056074766354,0.08536585365853659,0.058823529411764705,0.05660377358490566,0.0,0.07466496490108487
97,6,19,7,16,16,6,19,36,5,13,5,166,2969.0,207.0,134.0,710.0,120.0,84.0,106.0,171.0,362.0,66.0,175.0,178.0,1997.0,,0.028985507246376812,0.1417910447761194,0.009859154929577466,0.13333333333333333,0.19047619047619047,0.05660377358490566,0.1111111111111111,0.09944751381215469,0.07575757575757576,0.07428571428571429,0.028089887640449437,0.08312468703054582
98,1,0,0,2,0,0,0,1,0,1,0,8,2974.0,153.0,314.0,547.0,118.0,50.0,63.0,183.0,173.0,83.0,207.0,103.0,1527.0,,0.006535947712418301,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.005780346820809248,0.0,0.004830917874396135,0.0,0.005239030779305829
99,11,13,28,10,3,15,10,18,4,14,0,178,2975.0,160.0,200.0,487.0,115.0,51.0,60.0,174.0,174.0,42.0,206.0,97.0,1497.0,,0.06875,0.065,0.057494866529774126,0.08695652173913043,0.058823529411764705,0.25,0.05747126436781609,0.10344827586206896,0.09523809523809523,0.06796116504854369,0.0,0.11890447561790247
100,5,5,2,8,8,5,5,13,3,8,0,128,2984.0,151.0,309.0,633.0,121.0,52.0,58.0,215.0,167.0,86.0,213.0,108.0,1597.0,,0.033112582781456956,0.016181229773462782,0.00315955766192733,0.06611570247933884,0.15384615384615385,0.08620689655172414,0.023255813953488372,0.07784431137724551,0.03488372093023256,0.03755868544600939,0.0,0.08015028177833437
101,46,0,0,1,0,1,0,0,0,0,0,4,3007.0,162.0,310.0,532.0,117.0,51.0,63.0,183.0,174.0,48.0,205.0,100.0,1528.0,,0.2839506172839506,0.0,0.0,0.008547008547008548,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.002617801047120419
102,1,0,0,0,0,0,0,0,0,0,0,35,3015.0,122.0,306.0,624.0,111.0,47.0,60.0,243.0,148.0,88.0,208.0,104.0,1512.0,,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023148148148148147
103,9,6,7,7,1,4,5,14,1,8,0,88,3023.0,155.0,307.0,573.0,118.0,49.0,59.0,183.0,171.0,83.0,211.0,106.0,1570.0,,0.05806451612903226,0.019543973941368076,0.012216404886561954,0.059322033898305086,0.02040816326530612,0.06779661016949153,0.0273224043715847,0.08187134502923976,0.012048192771084338,0.037914691943127965,0.0,0.05605095541401274
104,11,9,7,12,3,15,24,19,5,21,0,168,3043.0,134.0,184.0,392.0,113.0,56.0,63.0,162.0,211.0,39.0,209.0,88.0,1508.0,,0.08208955223880597,0.04891304347826087,0.017857142857142856,0.10619469026548672,0.05357142857142857,0.23809523809523808,0.14814814814814814,0.09004739336492891,0.1282051282051282,0.10047846889952153,0.0,0.11140583554376658
105,3,5,15,5,1,5,6,14,1,9,0,73,3046.0,163.0,304.0,526.0,115.0,50.0,63.0,179.0,174.0,39.0,206.0,100.0,1509.0,,0.018404907975460124,0.01644736842105263,0.028517110266159697,0.043478260869565216,0.02,0.07936507936507936,0.0335195530726257,0.08045977011494253,0.02564102564102564,0.043689320388349516,0.0,0.04837640821736249
106,1,6,4,1,0,0,2,5,0,1,0,25,3064.0,153.0,314.0,546.0,118.0,50.0,62.0,182.0,173.0,50.0,205.0,103.0,1524.0,,0.006535947712418301,0.01910828025477707,0.007326007326007326,0.00847457627118644,0.0,0.0,0.01098901098901099,0.028901734104046242,0.0,0.004878048780487805,0.0,0.016404199475065617
107,4,3,8,8,14,7,11,28,5,7,1,81,3065.0,136.0,184.0,405.0,109.0,57.0,62.0,160.0,215.0,38.0,208.0,89.0,1541.0,,0.029411764705882353,0.016304347826086956,0.019753086419753086,0.07339449541284404,0.24561403508771928,0.11290322580645161,0.06875,0.13023255813953488,0.13157894736842105,0.03365384615384615,0.011235955056179775,0.05256327060350422
108,7,4,4,2,8,5,6,9,3,6,0,157,3066.0,136.0,184.0,405.0,109.0,57.0,62.0,160.0,215.0,38.0,208.0,89.0,1541.0,,0.051470588235294115,0.021739130434782608,0.009876543209876543,0.01834862385321101,0.14035087719298245,0.08064516129032258,0.0375,0.04186046511627907,0.07894736842105263,0.028846153846153848,0.0,0.10188189487345879
109,2,0,0,0,1,0,1,0,3,0,0,25,3077.0,116.0,240.0,122.0,100.0,50.0,56.0,236.0,194.0,35.0,159.0,16.0,1520.0,,0.017241379310344827,0.0,0.0,0.0,0.02,0.0,0.00423728813559322,0.0,0.08571428571428572,0.0,0.0,0.01644736842105263
110,3,2,10,0,1,3,5,28,0,2,0,57,3080.0,153.0,314.0,546.0,118.0,50.0,62.0,182.0,173.0,50.0,205.0,103.0,1524.0,,0.0196078431372549,0.006369426751592357,0.018315018315018316,0.0,0.02,0.04838709677419355,0.027472527472527472,0.16184971098265896,0.0,0.00975609756097561,0.0,0.03740157480314961
111,0,0,0,0,0,0,0,0,0,0,0,35,3081.0,124.0,244.0,136.0,100.0,52.0,61.0,243.0,205.0,37.0,159.0,18.0,1473.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02376103190767142
112,11,14,24,24,6,9,46,22,8,14,8,204,3084.0,113.0,244.0,118.0,97.0,49.0,59.0,241.0,190.0,35.0,162.0,19.0,1540.0,,0.09734513274336283,0.05737704918032787,0.2033898305084746,0.24742268041237114,0.12244897959183673,0.15254237288135594,0.1908713692946058,0.11578947368421053,0.22857142857142856,0.08641975308641975,0.42105263157894735,0.13246753246753246
113,37,0,0,0,0,0,0,0,0,0,0,0,3085.0,150.0,309.0,633.0,116.0,56.0,60.0,213.0,158.0,85.0,214.0,108.0,1542.0,,0.24666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0,0,0,0,0,0,1,0,0,0,0,0,3102.0,151.0,307.0,633.0,121.0,52.0,58.0,214.0,167.0,85.0,212.0,108.0,1598.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0
115,0,0,0,0,0,0,0,0,0,0,0,28,3106.0,134.0,186.0,358.0,107.0,56.0,62.0,168.0,209.0,38.0,199.0,83.0,1519.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018433179723502304
116,8,6,3,0,5,2,6,21,3,6,0,286,3108.0,134.0,185.0,364.0,106.0,56.0,62.0,162.0,210.0,38.0,200.0,84.0,1521.0,,0.05970149253731343,0.032432432432432434,0.008241758241758242,0.0,0.08928571428571429,0.03225806451612903,0.037037037037037035,0.1,0.07894736842105263,0.03,0.0,0.18803418803418803
117,0,0,0,0,0,0,0,0,0,0,0,46,3116.0,130.0,189.0,321.0,102.0,55.0,61.0,184.0,211.0,38.0,160.0,76.0,1501.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030646235842771485
118,0,0,0,0,0,0,52,0,0,0,0,6,3118.0,124.0,206.0,220.0,100.0,54.0,61.0,244.0,206.0,37.0,159.0,57.0,1500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.21311475409836064,0.0,0.0,0.0,0.0,0.004
119,0,0,3,0,0,0,3,0,0,0,0,73,3125.0,116.0,241.0,124.0,100.0,50.0,57.0,235.0,195.0,35.0,160.0,19.0,1519.0,,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.01276595744680851,0.0,0.0,0.0,0.0,0.04805793285055958
120,0,0,0,1,0,0,0,1,0,77,0,5,3126.0,135.0,185.0,371.0,111.0,56.0,62.0,162.0,211.0,38.0,205.0,85.0,1526.0,,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.004739336492890996,0.0,0.375609756097561,0.0,0.00327653997378768
121,0,0,0,1,0,0,1,0,0,0,0,1,3132.0,134.0,186.0,368.0,106.0,56.0,62.0,162.0,211.0,38.0,203.0,85.0,1529.0,,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0006540222367560497
122,0,0,0,0,0,0,0,0,0,0,0,9,3135.0,116.0,240.0,122.0,100.0,50.0,56.0,236.0,194.0,35.0,159.0,16.0,1520.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059210526315789476
123,0,0,0,0,0,0,0,0,0,0,0,164,3141.0,108.0,141.0,129.0,85.0,48.0,60.0,238.0,218.0,36.0,157.0,18.0,1546.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10608020698576973
124,0,0,0,0,0,0,2,46,0,0,0,3,3149.0,136.0,184.0,405.0,111.0,57.0,62.0,160.0,215.0,39.0,209.0,89.0,1538.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.21395348837209302,0.0,0.0,0.0,0.0019505851755526658
125,0,0,0,0,0,0,1,0,7,0,0,0,3152.0,122.0,244.0,136.0,102.0,51.0,61.0,241.0,203.0,38.0,159.0,18.0,1473.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.18421052631578946,0.0,0.0,0.0
126,0,0,1,0,0,0,3,1,0,0,0,2,3154.0,123.0,244.0,136.0,102.0,51.0,60.0,237.0,202.0,37.0,159.0,18.0,1473.0,,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.012658227848101266,0.0049504950495049506,0.0,0.0,0.0,0.0013577732518669382
127,0,0,0,0,0,0,0,0,0,0,0,9,3161.0,121.0,242.0,133.0,102.0,51.0,58.0,237.0,198.0,36.0,159.0,17.0,1497.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006012024048096192
128,4,6,13,5,2,2,15,16,3,6,3,126,3163.0,128.0,194.0,301.0,104.0,55.0,61.0,223.0,212.0,38.0,162.0,71.0,1494.0,,0.03125,0.030927835051546393,0.04318936877076412,0.04807692307692308,0.03636363636363636,0.03278688524590164,0.06726457399103139,0.07547169811320754,0.07894736842105263,0.037037037037037035,0.04225352112676056,0.08433734939759036
