,CompetitionId,DurationInt,M4_launch,M4_3,M4_7,M4_15,M4_30,M4_deadline,M4_IsClamped
157,3250.0,40.0,4094.0,4033.0,4090.0,4158.0,4056.0,3997.0,
158,3251.0,20.0,147.0,147.0,147.0,147.0,147.0,147.0,1.0
159,3252.0,20.0,147.0,147.0,147.0,147.0,147.0,147.0,1.0
160,3254.0,14.0,333.0,333.0,333.0,333.0,333.0,333.0,1.0
161,3255.0,15.0,328.0,328.0,328.0,328.0,328.0,328.0,1.0
162,3272.0,17.0,4170.0,4103.0,4033.0,4193.0,4195.0,4195.0,
163,3273.0,7.0,4084.0,4118.0,4195.0,4195.0,4195.0,4195.0,
164,3275.0,50.0,334.0,334.0,334.0,334.0,334.0,334.0,1.0
165,3284.0,26.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0
166,3288.0,41.0,4063.0,4107.0,4075.0,4029.0,4155.0,4293.0,
167,3289.0,55.0,4045.0,4090.0,4193.0,4093.0,4107.0,4131.0,
168,3294.0,36.0,4033.0,4084.0,4160.0,4149.0,4094.0,4054.0,
169,3296.0,39.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0
170,3300.0,49.0,4091.0,4144.0,4198.0,4293.0,4328.0,4640.0,
171,3316.0,82.0,4029.0,4071.0,4090.0,4155.0,4293.0,4983.0,
172,3331.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
173,3337.0,7.0,4293.0,4256.0,4349.0,4349.0,4349.0,4349.0,
174,3338.0,63.0,5248.0,5298.0,5373.0,5469.0,5762.0,5952.0,
175,3341.0,15.0,36.0,36.0,36.0,36.0,36.0,36.0,1.0
176,3342.0,50.0,4198.0,4253.0,4293.0,4356.0,4442.0,4790.0,
177,3346.0,39.0,4103.0,4155.0,4223.0,4268.0,4304.0,4477.0,
178,3347.0,89.0,45.0,45.0,45.0,45.0,45.0,45.0,1.0
179,3353.0,59.0,4131.0,4164.0,4230.0,4256.0,4316.0,4823.0,
180,3354.0,130.0,5861.0,5888.0,5870.0,5851.0,5880.0,6451.0,
181,3357.0,6.0,40.0,40.0,40.0,40.0,40.0,40.0,1.0
182,3358.0,54.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0
183,3362.0,129.0,5990.0,5998.0,5875.0,5874.0,6104.0,6050.0,
184,3364.0,42.0,4944.0,4961.0,5043.0,5027.0,5159.0,5273.0,
