Id,X14,X15,X25,X26,X27,X31,PrepDays,DurationInt,DayOfYear,DayOfWeek,M28_IsClamped,M28_AU,M28_CA,M28_CN,M28_GB,M28_IN,M28_RU,M28_US,M9_3,M9_D7,M9_D15,M9_D30,M9_Ddeadline,M10_3,M10_7,M10_15,M10_30,M10_deadline,M13_3,M13_D7,M13_D15,M13_D30,M13_Ddeadline,M15,M16_3,M16_D7,M16_D15,M16_D30,M16_Ddeadline,M44,M45,M46,M19,M22_3,M22_7,M22_15,M22_30,M22_deadline,M24_30,M24_deadline,M23_IsClamped,M22_IsClamped,M25,X31_IsImputed,X27_IsClamped,X25_IsClamped,M24_IsImputed
2467,10000.0,1,2,5.0,20.0,291.0,0.0,83.0,327,2,0.0,0.3,0.5454545454545454,0.3157894736842105,0.17857142857142858,0.18181818181818185,0.7777777777777778,0.2971698113207547,0.3918918918918919,0.17567567567567566,0.11711711711711716,0.13963963963963966,0.17567567567567566,96.95402298850573,92.75396825396824,83.67763157894737,88.74193548387095,123.89473684210527,0.023670557717250323,0.030155642023346307,0.08236057068741892,0.14040207522697798,0.7234111543450065,378.0,0.06349206349206349,0.026455026455026454,0.0873015873015873,0.11904761904761905,0.7037037037037037,0.7460317460317459,0.09829795371964048,0.007075922738573342,0.05056179775280899,0.03582089552238806,0.04941860465116279,0.09449929478138223,0.13675213675213674,0.32841007819287577,0.8699186991869918,0.6788445199660154,1.0,,41.0,,1.0,,
2478,950.0,1,2,5.0,20.0,120841.0,0.0,50.0,19,3,0.0,0.125,0.18181818181818185,0.09523809523809523,0.07142857142857142,0.5757575757575758,0.10526315789473684,0.2913043478260869,0.2015503875968992,0.10852713178294572,0.09302325581395347,0.04651162790697677,0.5503875968992248,39.653846153846146,69.325,69.24,80.0,265.77777777777777,0.03555878084179971,0.07474600870827286,0.12917271407837444,0.22641509433962265,0.5341074020319303,189.0,0.07936507936507936,0.047619047619047616,0.14285714285714285,0.2380952380952381,0.4920634920634921,0.6402116402116402,0.14582010582010582,0.013650793650793651,0.05681818181818181,0.015723270440251572,0.02424242424242424,0.05054509415262636,0.08170212765957446,0.15619834710743802,0.7647058823529411,0.6600719424460432,,,40.0,,1.0,,
2479,10000.0,1,2,5.0,20.0,100001.0,0.0,87.0,38,1,0.0,0.11904761904761905,0.12244897959183673,0.28,0.3488372093023256,0.17647058823529413,0.3333333333333333,0.2673267326732673,0.0,0.0390625,0.09375,0.296875,0.5703125,0.0,140.7,120.88235294117644,73.71052631578948,156.5125,0.014838709677419357,0.025806451612903226,0.09483870967741936,0.152258064516129,0.712258064516129,191.0,0.05759162303664921,0.020942408376963352,0.05759162303664923,0.1099476439790576,0.7539267015706806,0.7225130890052356,0.0932779683456701,0.01540590961063971,0.04972375690607735,0.010073260073260074,0.013032145960034752,0.021885521885521887,0.03881090008257639,0.1154776299879081,0.8657142857142857,0.7532299741602067,,,38.0,,1.0,,
2487,3000.0,1,2,5.0,20.0,60001.0,0.0,86.0,143,1,0.0,0.036036036036036036,0.125,0.19047619047619047,0.16981132075471694,0.09302325581395347,0.047619047619047616,0.1016548463356974,0.3166144200626959,0.06896551724137934,0.10971786833855796,0.03134796238244514,0.4733542319749217,74.23762376237623,70.03252032520325,63.65,75.9,84.38028169014085,0.031636863823933985,0.07015130674002751,0.07427785419532325,0.11004126547455297,0.7138927097661623,75.0,0.0,0.05333333333333334,0.10666666666666666,0.09333333333333337,0.7466666666666666,0.6266666666666667,0.11271317829457365,0.04945736434108527,0.057142857142857134,0.0,0.0022484541877459247,0.006841505131128849,0.010863350485991996,0.045045045045045036,0.9480874316939892,0.850597609561753,,,32.0,,1.0,,
2488,1000.0,1,1,1.0,20.0,54.0,0.0,41.0,59,1,0.0,0.10256410256410256,0.043478260869565216,0.0,0.057142857142857134,0.2258064516129032,0.0,0.04016064257028112,0.4761904761904762,0.2222222222222222,0.12698412698412698,0.12698412698412698,0.04761904761904767,45.13333333333333,52.84090909090909,121.19230769230772,66.0,53.36363636363637,0.07913669064748201,0.10071942446043164,0.2302158273381295,0.3453237410071942,0.24460431654676265,34.0,0.1176470588235294,0.029411764705882363,0.08823529411764705,0.29411764705882354,0.4705882352941176,0.7058823529411764,0.09971305595408894,0.04519368723098996,0.13333333333333333,0.00333889816360601,0.004132231404958678,0.00661703887510339,0.014319809069212413,0.02192134107027724,0.9067357512953368,0.8282828282828283,,,15.0,,1.0,,
2489,500.0,2,5,5.0,20.0,19751.0,0.0,76.0,59,1,0.0,0.5,0.2352941176470588,0.19230769230769232,0.2954545454545455,0.42857142857142855,0.6097560975609756,0.38650306748466257,0.10784313725490197,0.0392156862745098,0.006535947712418304,0.0392156862745098,0.8071895424836601,74.9090909090909,63.0,63.680851063829785,95.5,112.97938144329895,0.03437759911283615,0.04019961186581647,0.0876074299972276,0.14998613806487385,0.6878292209592459,266.0,0.030075187969924814,0.03383458646616541,0.045112781954887216,0.11654135338345865,0.7744360902255639,0.7030075187969924,0.17842303126236644,0.01513652552433716,0.015444015444015444,0.00667779632721202,0.014049586776859505,0.023986765922249798,0.0477326968973747,0.15261044176706828,0.8704103671706264,0.4388185654008439,,,52.0,,1.0,,
2496,500000.0,1,1,5.0,20.0,70943.0,0.0,730.0,94,1,1.0,1.0,0.6392405063291139,0.35911602209944754,0.3822393822393823,0.6877828054298643,0.4820512820512821,0.8487858719646799,0.14916550764951322,0.03894297635605007,0.041029207232267016,0.061543810848400576,0.7093184979137691,90.33566433566429,90.02772643253235,95.71939736346516,65.91525423728814,109.1153846153846,0.0,0.0,0.0,0.0008295476989926921,0.9991704523010072,1660.0,0.0,0.0,0.0,0.0012048192771084338,0.9987951807228916,0.8578313253012049,0.02089041095890411,0.0023733289321670238,0.11825572801182554,0.0,0.0,0.0,0.0012091898428053206,0.3465553235908142,0.9992292870905588,0.8622978017420158,1.0,,83.0,,1.0,,
2499,10000.0,2,2,5.0,20.0,44515.0,0.0,84.0,179,2,0.0,0.06611570247933883,0.23728813559322035,0.2380952380952381,0.14754098360655735,0.3541666666666667,0.12121212121212123,0.1452991452991453,0.17177914110429449,0.1226993865030675,0.22085889570552147,0.16564417177914104,0.3190184049079755,112.39285714285714,102.77083333333331,89.52702702702703,116.70370370370372,80.52631578947368,0.021611001964636545,0.03143418467583497,0.11100196463654224,0.20039292730844796,0.6355599214145383,111.0,0.036036036036036036,0.027027027027027018,0.12612612612612614,0.13513513513513514,0.6756756756756757,0.8288288288288288,0.10918060918060918,0.017481767481767482,0.1111111111111111,0.0022753128555176336,0.00398406374501992,0.011673151750972765,0.01975850713501646,0.06510263929618769,0.9325842696629214,0.8533685601056803,,,43.0,,1.0,,
2509,10000.0,3,2,5.0,20.0,4314866.0,0.0,92.0,194,3,0.0,0.17142857142857146,0.05,0.4705882352941176,0.1917808219178082,0.2380952380952381,0.015384615384615384,0.1575875486381323,0.2479338842975207,0.07438016528925617,0.20661157024793392,0.12396694214876035,0.3471074380165289,174.36666666666667,152.6410256410256,119.3921568627451,75.06666666666666,61.26315789473684,0.014251781472684088,0.018210609659540782,0.06809184481393507,0.1314330958036421,0.7680126682501981,105.0,0.01904761904761905,0.00952380952380952,0.11428571428571427,0.1523809523809524,0.7047619047619047,0.6380952380952379,0.13074534161490686,0.012525879917184264,0.029411764705882356,0.0011185682326621924,0.0016602102933038186,0.00825536598789213,0.018375815056312986,0.06302521008403361,0.9510268562401264,0.9063336306868868,,,43.0,,1.0,,
2510,1000.0,1,5,5.0,20.0,1609.0,0.0,24.0,186,2,0.0,0.8918918918918919,0.019230769230769232,0.0,0.0,0.2058823529411765,0.0,0.017369727047146403,0.07142857142857142,0.5714285714285715,0.3571428571428571,0.0,0.0,24.0,30.0,27.214285714285715,22.2,22.2,0.04354354354354354,0.1876876876876877,0.3588588588588588,0.4099099099099099,0.0,80.0,0.025,0.1875,0.12500000000000006,0.6625,0.0,0.9625,0.346875,0.007291666666666666,0.42857142857142855,0.005649717514124294,0.0480225988700565,0.07627118644067797,0.2259887005649717,0.2259887005649717,0.7058823529411764,0.7058823529411764,,,6.0,,1.0,,
2518,10000.0,3,2,5.0,20.0,10001.0,0.0,63.0,210,5,1.0,0.2962962962962963,0.3387096774193548,0.3043478260869565,0.7671232876712328,0.8620689655172413,0.28169014084507044,0.3810483870967742,0.2687224669603524,0.14537444933920707,0.09691629955947134,0.1541850220264317,0.3348017621145375,60.213114754098356,63.01063829787234,60.529411764705884,50.228571428571435,72.64814814814815,0.05607476635514018,0.07146783947223748,0.1137987905442551,0.1594282572842221,0.5992303463441451,288.0,0.05555555555555555,0.05555555555555555,0.10416666666666667,0.1284722222222222,0.65625,0.8020833333333334,0.10025352733686067,0.012511022927689594,0.03971119133574008,0.008796041781198461,0.017495899398578457,0.037037037037037035,0.05917513448894202,0.15746309458720611,0.893242014884326,0.7706383806013664,,,59.0,,1.0,,1.0
2528,750.0,1,5,5.0,20.0,100000.0,0.0,22.0,253,6,0.0,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.03219315895372234,0.5714285714285714,0.2857142857142857,0.1428571428571429,0.0,0.0,53.0,76.33333333333333,95.0,86.0,86.0,0.20809248554913296,0.184971098265896,0.2774566473988439,0.3294797687861272,0.0,18.0,0.3333333333333333,0.05555555555555558,0.16666666666666669,0.4444444444444444,0.0,0.7777777777777778,0.4368686868686869,0.017676767676767676,0.13333333333333333,0.1935483870967742,0.2258064516129032,0.3225806451612903,0.5806451612903226,0.5806451612903226,0.5312319605413651,0.35401872459716893,,,2.0,,1.0,,1.0
2545,0.0,1,20,4.0,20.0,40855.0,0.0,19.0,280,5,0.0,0.10967741935483873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050100200400801605,0.4248496993987976,0.5250501002004009,0.0,52.0,0.0,0.038461538461538464,0.3461538461538461,0.6153846153846154,0.0,1.0,0.5050607287449393,0.0,0.08333333333333333,0.0,0.007299270072992701,0.072992700729927,0.1897810218978102,0.1897810218978102,0.5312319605413652,0.3540187245971689,,,3.0,,1.0,,1.0
2546,0.0,1,20,5.0,20.0,2.0,0.0,24.0,256,2,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0036496350364963507,0.0036496350364963507,0.5312319605413652,0.35401872459716893,,,1.0,,1.0,,1.0
2547,0.0,1,10,5.0,20.0,435435.0,0.0,73.0,259,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014005602240896359,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,115.2,0.0,0.03347280334728033,0.0,0.025104602510460254,0.14644351464435146,0.7949790794979079,15.0,0.06666666666666668,0.0,0.0,0.06666666666666668,0.8666666666666667,1.0,0.2182648401826484,0.0091324200913242,0.0,0.04,0.04,0.04,0.08,0.6,0.5312319605413651,0.3540187245971689,,,2.0,,1.0,,1.0
2549,500.0,1,2,4.0,20.0,50000.0,0.0,24.0,267,6,0.0,0.013605442176870748,0.0,0.0,0.013888888888888888,0.015625,0.0,0.049808429118773936,0.17592592592592593,0.3055555555555555,0.1851851851851852,0.33333333333333337,0.0,49.157894736842096,54.92307692307693,59.30555555555557,100.45098039215686,100.45098039215686,0.008658008658008658,0.10822510822510822,0.29870129870129875,0.5844155844155844,0.0,27.0,0.0,0.1111111111111111,0.07407407407407407,0.8148148148148149,0.0,0.5555555555555556,0.35648148148148145,0.16666666666666666,0.038461538461538464,0.0,0.0016402405686167304,0.003203074951953876,0.015780245470485097,0.015780245470485097,0.8701923076923077,0.8701923076923077,,,18.0,,1.0,,
2551,5000.0,3,2,5.0,20.0,101503.0,0.0,87.0,262,1,1.0,0.4029126213592233,0.4074074074074074,0.75,0.43333333333333335,0.8225806451612904,0.25,0.6338308457711442,0.14860681114551086,0.07430340557275543,0.15789473684210528,0.11455108359133125,0.5046439628482973,59.89583333333334,88.125,84.55263157894737,83.62162162162163,86.06666666666666,0.02933791462931148,0.031188053389718518,0.0668693009118541,0.10770450640940928,0.7649002246597066,997.0,0.04012036108324975,0.028084252758274825,0.0571715145436309,0.08224674022066197,0.7923771313941825,0.8445336008024072,0.08723872767728473,0.003723815123531514,0.052972972972972966,0.02297530155083285,0.0381807973048849,0.08153946510110892,0.11972238288027763,0.344267955801105,0.8885457257563091,0.6912098068029174,,,79.0,,1.0,,1.0
2552,0.0,1,2,5.0,20.0,693.0,0.0,313.0,38,7,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818181,0.025268661051408656,0.0,0.0,0.0,0.0,0.0,0.0,0.028277634961439587,0.5312319605413652,0.35401872459716893,,,4.0,,1.0,,1.0
2555,0.0,1,2,5.0,20.0,500.0,0.0,15.0,84,5,0.0,0.0,0.43478260869565216,0.1,0.05882352941176471,0.0,0.09090909090909093,0.036885245901639344,0.08333333333333333,0.20833333333333334,0.7083333333333333,0.0,0.0,18.5,38.42857142857143,62.41666666666666,62.41666666666666,62.41666666666666,0.002594706798131811,0.1126102750389206,0.8847950181629476,0.0,0.0,322.0,0.003105590062111801,0.018633540372670808,0.9782608695652174,0.0,0.0,0.9906832298136646,0.3989648033126294,0.004968944099378882,0.0,0.0008237232289950577,0.005405405405405407,0.20868438107582632,0.20868438107582632,0.20868438107582632,0.8932420148843261,0.7706383806013664,,,5.0,,1.0,,1.0
2558,0.0,1,5,5.0,20.0,33052.0,0.0,18.0,87,1,0.0,0.025,0.06521739130434782,0.0,0.027777777777777776,0.0,0.0,0.03501945525291829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11258278145695363,0.0596026490066225,0.4768211920529801,0.3509933774834437,0.0,28.0,0.07142857142857142,0.03571428571428571,0.4642857142857143,0.4285714285714286,0.0,0.8928571428571429,0.29960317460317465,0.0,0.0,0.0015710919088766696,0.0022354694485842027,0.010217113665389528,0.017732742241925267,0.017732742241925267,0.5312319605413652,0.3540187245971689,,,4.0,,1.0,,1.0
2559,0.0,1,2,5.0,20.0,1500.0,0.0,9.0,94,1,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023809523809524,0.4642857142857143,0.33333333333333337,0.0,0.0,44.0,0.18181818181818185,0.3181818181818182,0.5,0.0,0.0,0.8863636363636364,0.42424242424242425,0.0,0.0,0.005379959650302623,0.014120667522464696,0.02806122448979592,0.02806122448979592,0.02806122448979592,0.5312319605413651,0.3540187245971688,,,3.0,,1.0,,1.0
2564,10000.0,4,3,5.0,20.0,48707.0,0.0,97.0,273,5,1.0,0.20853080568720375,0.16216216216216214,0.3469387755102041,0.20512820512820512,0.35294117647058826,0.125,0.25395348837209303,0.056537102473498226,0.07067137809187278,0.10954063604240284,0.11307420494699645,0.6501766784452296,111.125,107.02777777777777,84.91379310344827,58.5,77.5945945945946,0.011769710720363018,0.018150879183210438,0.05289279636982416,0.1110323312535451,0.8061542824730573,604.0,0.02152317880794702,0.016556291390728478,0.0347682119205298,0.09437086092715233,0.8327814569536424,0.7963576158940397,0.12036594524476002,0.004830340684099133,0.05087719298245614,0.0073074761101742545,0.014696485623003196,0.025958702064896755,0.05427189682966147,0.18946047678795486,0.8848346636259977,0.7738674653687757,,,67.0,,1.0,,
2567,0.0,1,10,2.0,20.0,2000.0,0.0,31.0,267,6,0.0,0.0,0.0,0.0,0.0,0.0,0.5251798561151079,0.0018867924528301887,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.714285714285715,0.0,0.0,0.010752688172043013,0.02150537634408602,0.5618279569892474,0.4059139784946236,0.0,83.0,0.04819277108433735,0.012048192771084336,0.4578313253012049,0.4819277108433735,0.0,0.9638554216867471,0.2891566265060241,0.005441119315973571,0.0,0.027777777777777776,0.034722222222222224,0.2986111111111111,0.5763888888888888,0.5763888888888888,0.13541666666666666,0.13541666666666666,,,3.0,,1.0,,
2579,0.0,10,5,1.0,20.0,350.0,0.0,38.0,273,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04778761061946903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.006060606060606061,0.13333333333333333,0.8545454545454545,30.0,0.0,0.0,0.0,0.06666666666666668,0.9333333333333332,1.0,0.14473684210526316,0.0,0.5789473684210527,0.0,0.0,0.0,0.01818181818181818,0.2727272727272727,0.5312319605413651,0.3540187245971689,,,1.0,,1.0,,1.0
2583,0.0,1,100,5.0,20.0,1898.0,0.0,21.0,276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329004329004329,0.13852813852813853,0.13636363636363635,0.6818181818181819,0.0,19.0,0.0,0.0,0.2631578947368421,0.736842105263158,0.0,1.0,1.1578947368421049,0.0,0.1875,0.0,0.0,0.04132231404958678,0.15702479338842976,0.15702479338842976,0.5312319605413652,0.35401872459716877,,,1.0,,1.0,,1.0
2584,0.0,1,5,5.0,20.0,6048.0,0.0,54.0,279,4,0.0,0.0,0.0,0.03448275862068965,0.2903225806451613,0.0,0.0,0.0014005602240896359,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,25.5,44.0,0.0006724949562878277,0.0006724949562878277,0.016812373907195696,0.3409549428379287,0.6408876933423,39.0,0.02564102564102564,0.02564102564102564,0.0,0.10256410256410256,0.8461538461538461,1.0,0.7060778727445395,0.004273504273504274,0.0,0.005780346820809247,0.011560693641618495,0.011560693641618495,0.03468208092485549,0.2254335260115607,0.5312319605413651,0.3540187245971688,,,3.0,,1.0,,1.0
2585,0.0,1,10,5.0,20.0,19750.0,0.0,25.0,289,7,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.012302284710017573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.875,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05333333333333333,0.0,0.2,0.0,0.0,0.0,0.01662049861495845,0.01662049861495845,0.5312319605413651,0.35401872459716877,,,2.0,,1.0,,1.0
2587,0.0,1,3,2.0,20.0,72.0,0.0,6.0,282,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,14.0,10.333333333333334,10.333333333333334,10.333333333333334,10.333333333333334,0.2289156626506024,0.7710843373493976,0.0,0.0,0.0,25.0,0.08,0.92,0.0,0.0,0.0,1.0,0.5533333333333333,0.02,0.0,0.03773584905660377,0.4716981132075472,0.4716981132075472,0.4716981132075472,0.4716981132075472,0.531231960541365,0.3540187245971688,,,2.0,,1.0,,1.0
2588,0.0,3,10,1.0,20.0,18925.0,0.0,67.0,283,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,14.333333333333336,14.333333333333336,30.0,0.0,0.045454545454545456,0.0,0.015151515151515154,0.8484848484848484,0.09090909090909094,11.0,0.0,0.0,0.09090909090909093,0.8181818181818181,0.09090909090909094,0.9090909090909092,0.08955223880597014,0.00542740841248304,0.0,0.0,0.0,0.04166666666666666,0.4166666666666667,0.4583333333333333,0.531231960541365,0.35401872459716877,,,1.0,,1.0,,1.0
